Column,id,title,publication,date
62087,84596,"Clinton has delegates to win Democratic nomination, AP reports",Fox News,2016-06-06T00:00:00Z
62091,84601,Sanders campaign reportedly divided over whether to take fight to Democratic convention,Fox News,2016-06-05T00:00:00Z
62098,84608,"Clinton clinches Democratic nomination, wins NJ primary, Fox News projects",Fox News,2016-06-07T00:00:00Z
62209,84732,Democrats heckle Ryan on House floor day after Orlando nightclub massacre,Fox News,2016-06-14T00:00:00Z
62274,84807,State Democratic parties aim to dismantle superdelegate system,Fox News,2016-06-20T00:00:00Z
62292,84827,Sanders says ’it doesn’t appear’ he will be Democratic nominee,Fox News,2016-06-22T00:00:00Z
62327,84865,Democrats approve platform draft with Sanders’ imprint,Fox News,2016-06-25T00:00:00Z
62369,84911,Democratic draft platform seeks DOJ probe of fossil fuel companies,Fox News,2016-06-29T00:00:00Z
62380,84924,"FEC Democrats tried to punish Fox News over debate changes, files show",Fox News,2016-06-30T00:00:00Z
62605,85178,Who in their right mind would plagiarize a Democrat’s speech?,Fox News,2016-07-19T00:00:00Z
62623,85197,Sanders to meet with delegates before start of Democratic convention,Fox News,2016-07-20T00:00:00Z
62671,85250,Protesters march on Democratic National Convention,Fox News,2016-07-25T00:00:00Z
62676,85255,Bernie Sanders got done in by dirty Debbie and the Democrats,Fox News,2016-07-25T00:00:00Z
62701,85285,Donald Trump hosts Reddit ’Ask Me Anything’ during Democratic Convention,Fox News,2016-07-27T00:00:00Z
62708,85294,Angst in Bernie ranks over push to exit Democratic Party ,Fox News,2016-07-28T00:00:00Z
62711,85297,Convention host state no sure bet for Democrats,Fox News,2016-07-28T00:00:00Z
62723,85311,"Clinton accepts Democratic nomination, says 2016 ’choice is clear’",Fox News,2016-07-28T00:00:00Z
62841,85445,What are the chances the Democrats will steal the election?,Fox News,2016-08-08T00:00:00Z
62969,85582,"Trump says Clinton, Democrats have ’failed and betrayed’ African-Americans after Milwaukee riots",Fox News,2016-08-16T00:00:00Z
63012,85629,"Facing Trump, Democrats could have their own 1994 landslide, but numbers appear against them",Fox News,2016-08-20T00:00:00Z
63030,85648,"Latest fed reports show Democratic donors step up efforts on Senate, Clinton bids",Fox News,2016-08-21T00:00:00Z
63363,86031,Clinton campaign pushes Democratic party stars to shore up youth vote,Fox News,2016-09-17T00:00:00Z
63834,86558,Clinton campaigns for downballot Democrats in campaign’s final days,Fox News,2016-10-23T00:00:00Z
63835,86559,Democratic candidate for governor in West Virginia owes millions in taxes,Fox News,2016-10-23T00:00:00Z
63909,86642,"Lynch, Justice opposed Comey’s Clinton email letter; Democrats in Senate demand answers",Fox News,2016-10-29T00:00:00Z
63942,86681,"Schoen: I’m a Democrat, and I worked for Bill Clinton, but I can’t vote for Hillary",Fox News,2016-10-31T00:00:00Z
63981,86725,"Philly transit strike could cause Clinton, Democrats headaches",Fox News,2016-11-03T00:00:00Z
64018,86765,Trump presses into Democrat territory in final stretch ,Fox News,2016-11-06T00:00:00Z
64077,86827,Doug Schoen: What Trump’s incredible victory means for Democrats (it may surprise you),Fox News,2016-11-09T00:00:00Z
64090,86841,Democrats regroup as they grapple with Trump’s victory,Fox News,2016-11-10T00:00:00Z
64102,86853,Michael Moore to Democrats: I told you Trump was going to win,Fox News,2016-11-10T00:00:00Z
64145,86904,Bernie Sanders ’humiliated’ Democrats can’t talk to ’white working class’ voters,Fox News,2016-11-14T00:00:00Z
64237,87003,"Trump meets with school reformer, Democrat Michelle Rhee with education secretary post still open",Fox News,2016-11-19T00:00:00Z
64308,87082,100 percent of Consumer Financial Protection Bureau’s donations went to Democrats,Fox News,2016-11-24T00:00:00Z
64342,87120,I’m a Democrat. Here’s how Hillary and the recount campaign leaves me feeling,Fox News,2016-11-28T00:00:00Z
64401,87183,I’m a Democrat and I’m ashamed at how tone deaf we’ve become,Fox News,2016-12-03T00:00:00Z
64437,87223,"I’m a Democrat but I’ve gotta admit it’s now Trump 2, Dems 0",Fox News,2016-12-06T00:00:00Z
64487,87276,I’m a Democrat but Clinton staffer Jennifer Palmieri’s twisted logic is exactly why we lost,Fox News,2016-12-08T00:00:00Z
64679,87495,Democrats hound Trump over closure of foundation,Fox News,2016-12-25T00:00:00Z
